customer_id,signup_date,tenure_months,age,region,plan_tier,monthly_fee_cad,num_products,avg_monthly_balance_cad,balance_trend,monthly_txn_count,app_logins_monthly,days_since_last_login,support_contacts_6mo,has_external_bank_link,referral_source,churned
CUST00490,2022-06-12,24,42,Ontario,Standard,9.99,1,515.34,declining,17,14,15,1,0,Organic,1
CUST00491,2019-08-27,58,18,Quebec,Free,0.0,2,2429.51,stable,4,4,4,0,0,Organic,1
CUST00492,2021-08-16,34,25,Ontario,Premium,19.99,4,12931.97,stable,34,19,12,0,1,Social Media,0
CUST00493,2022-01-13,29,29,British Columbia,Free,0.0,1,31.63,stable,8,8,0,1,1,Social Media,1
CUST00494,2021-01-18,41,32,Quebec,Premium,19.99,4,2270.68,growing,32,26,13,0,1,Social Media,0
CUST00495,2022-11-09,19,37,Ontario,Free,0.0,1,343.23,declining,11,3,7,2,0,Friend Referral,1
CUST00496,2021-12-14,30,29,Quebec,Free,0.0,1,77.84,declining,14,7,1,1,1,Social Media,1
CUST00497,2023-12-04,6,28,British Columbia,Standard,9.99,1,1271.07,stable,16,11,5,1,1,Organic,1
CUST00498,2023-01-08,17,38,British Columbia,Free,0.0,2,290.59,stable,7,5,34,0,0,Organic,0
CUST00499,2023-07-07,11,35,Alberta,Free,0.0,1,2606.91,stable,7,4,13,0,0,Organic,0
CUST00500,2021-01-18,41,34,Alberta,Free,0.0,2,272.43,stable,5,8,35,1,1,Organic,0
CUST00501,2023-04-08,14,31,Ontario,Free,0.0,2,468.19,growing,4,2,7,0,0,App Store,0
CUST00502,2021-09-15,33,37,Quebec,Free,0.0,2,55.33,stable,7,4,57,0,1,Friend Referral,0
CUST00503,2019-07-28,59,26,British Columbia,Free,0.0,1,302.78,declining,5,5,6,1,0,Paid Ad,1
CUST00504,2024-03-03,3,25,Ontario,Standard,9.99,2,1829.73,growing,24,12,21,0,0,Organic,0
CUST00505,2018-11-30,67,36,Alberta,Free,0.0,1,902.62,stable,11,7,5,0,1,App Store,0
CUST00506,2019-08-27,58,19,Ontario,Standard,9.99,2,3005.17,growing,16,9,1,0,0,Friend Referral,0
CUST00507,2024-02-02,4,31,Ontario,Free,0.0,2,869.15,growing,6,3,26,0,1,Friend Referral,0
CUST00508,2018-11-30,67,28,Ontario,Premium,19.99,3,22403.95,stable,40,28,21,1,1,Social Media,0
CUST00509,2024-03-03,3,21,Ontario,Premium,19.99,4,4606.36,growing,26,19,25,3,1,Social Media,1
CUST00510,2022-09-10,21,24,Ontario,Free,0.0,2,112.09,declining,15,8,5,3,1,App Store,0
CUST00511,2023-09-05,9,30,Quebec,Standard,9.99,3,825.84,stable,16,6,18,1,0,Friend Referral,0
CUST00512,2023-09-05,9,38,British Columbia,Premium,19.99,4,6044.77,growing,35,33,3,1,1,Friend Referral,0
CUST00513,2023-05-08,13,26,British Columbia,Premium,19.99,4,6300.41,stable,23,28,0,0,1,Organic,0
CUST00514,2023-07-07,11,39,Ontario,Standard,9.99,3,7053.53,declining,11,17,30,1,1,Organic,1
CUST00515,2022-09-10,21,31,British Columbia,Free,0.0,2,126.97,growing,3,5,11,2,0,Paid Ad,1
CUST00516,2024-04-02,2,40,Ontario,Standard,9.99,1,404.05,stable,25,14,61,0,0,Social Media,1
CUST00517,2022-09-10,21,26,Ontario,Standard,9.99,1,281.32,declining,21,11,7,3,1,App Store,0
CUST00518,2023-01-08,17,30,Ontario,Standard,9.99,1,1790.57,growing,21,9,47,1,1,Social Media,1
CUST00519,2022-07-12,23,33,Ontario,Free,0.0,2,83.52,declining,7,4,14,2,0,App Store,0
CUST00520,2021-08-16,34,29,Ontario,Premium,19.99,2,10877.34,growing,33,27,10,4,1,Organic,1
CUST00521,2021-04-18,38,37,Quebec,Premium,19.99,2,1607.71,growing,30,15,5,0,0,Organic,0
CUST00522,2021-08-16,34,18,Ontario,Free,0.0,2,92.9,stable,7,4,26,3,1,Social Media,1
CUST00523,2024-04-02,2,47,Ontario,Free,0.0,2,850.26,growing,11,6,26,0,1,Friend Referral,1
CUST00524,2023-10-05,8,37,British Columbia,Free,0.0,2,1353.21,stable,9,3,8,0,1,Social Media,0
CUST00525,2023-03-09,15,29,Other,Premium,19.99,3,30.51,stable,33,17,19,2,1,Friend Referral,0
CUST00526,2023-04-08,14,27,Alberta,Standard,9.99,2,1139.82,growing,21,15,8,2,0,Social Media,0
CUST00527,2023-09-05,9,24,Alberta,Standard,9.99,3,850.62,declining,18,6,20,1,0,Paid Ad,1
CUST00528,2022-10-10,20,35,Alberta,Standard,9.99,2,38.87,stable,21,14,77,2,0,Organic,0
CUST00529,2021-10-15,32,37,British Columbia,Standard,9.99,3,3488.4,stable,14,11,4,0,1,Organic,0
CUST00530,2022-11-09,19,29,Alberta,Free,0.0,2,31.42,stable,11,5,15,0,0,Paid Ad,0
CUST00531,2023-06-07,12,38,British Columbia,Standard,9.99,2,740.8,growing,19,22,7,0,0,Friend Referral,0
CUST00532,2019-09-26,57,24,Ontario,Standard,9.99,1,1683.79,stable,21,11,11,0,1,Friend Referral,1
CUST00533,2024-02-02,4,23,Ontario,Premium,19.99,3,4577.76,declining,22,16,31,1,1,Organic,0
CUST00534,2024-05-02,1,43,British Columbia,Premium,19.99,3,2154.21,growing,31,22,6,1,1,Paid Ad,0
CUST00535,2024-01-03,5,35,Alberta,Premium,19.99,2,2935.51,stable,46,14,1,0,1,App Store,0
CUST00536,2023-09-05,9,40,Ontario,Standard,9.99,2,1271.79,stable,18,13,24,1,0,App Store,0
CUST00537,2022-11-09,19,25,Ontario,Standard,9.99,1,5950.97,stable,18,10,12,0,0,Paid Ad,0
CUST00538,2022-12-09,18,24,Alberta,Standard,9.99,3,3761.19,declining,25,12,8,1,1,Friend Referral,0
CUST00539,2021-07-17,35,28,Quebec,Premium,19.99,3,3085.82,growing,34,19,3,1,0,Social Media,0
CUST00540,2023-01-08,17,25,Alberta,Free,0.0,2,26.64,growing,4,5,1,2,0,Social Media,1
CUST00541,2022-07-12,23,35,Other,Free,0.0,1,1425.68,growing,3,4,4,1,1,App Store,1
CUST00542,2019-02-28,64,25,Ontario,Free,0.0,1,374.57,stable,8,5,19,1,1,App Store,1
CUST00543,2024-02-02,4,22,Ontario,Standard,9.99,1,675.97,growing,11,8,7,1,0,Friend Referral,1
CUST00544,2020-12-19,42,31,Ontario,Free,0.0,1,86.06,declining,14,4,12,2,0,Social Media,1
CUST00545,2022-11-09,19,21,Alberta,Free,0.0,2,206.64,stable,12,10,1,1,1,App Store,0
CUST00546,2023-09-05,9,18,Ontario,Free,0.0,2,10.36,growing,8,4,1,0,0,Friend Referral,1
CUST00547,2022-10-10,20,31,Ontario,Free,0.0,1,225.93,stable,9,6,0,1,0,Social Media,1
CUST00548,2020-01-24,53,18,Ontario,Premium,19.99,2,15769.76,stable,26,27,16,1,1,Social Media,0
CUST00549,2024-01-03,5,36,Ontario,Free,0.0,1,1027.34,growing,8,3,4,1,0,Paid Ad,0
CUST00550,2022-09-10,21,21,Ontario,Standard,9.99,2,1677.92,growing,24,11,51,0,0,Social Media,0
CUST00551,2021-08-16,34,18,Alberta,Standard,9.99,1,85.75,growing,13,14,5,2,1,Organic,0
CUST00552,2019-10-26,56,28,Quebec,Premium,19.99,3,537.32,growing,31,26,6,1,1,Organic,0
CUST00553,2019-07-28,59,32,Alberta,Free,0.0,1,279.42,declining,9,6,9,0,1,Organic,1
CUST00554,2022-05-13,25,34,Ontario,Premium,19.99,2,9709.61,stable,26,19,5,2,1,Organic,0
CUST00555,2023-04-08,14,32,British Columbia,Standard,9.99,3,6005.25,declining,17,7,25,0,1,App Store,1
CUST00556,2022-08-11,22,23,British Columbia,Premium,19.99,3,10766.18,declining,25,16,31,0,1,Organic,0
CUST00557,2023-01-08,17,35,British Columbia,Premium,19.99,4,4782.65,growing,34,16,0,2,1,App Store,0
CUST00558,2023-07-07,11,37,Ontario,Free,0.0,2,888.01,declining,8,11,15,1,1,Organic,0
CUST00559,2023-03-09,15,22,Quebec,Free,0.0,1,77.8,growing,8,5,17,1,0,Paid Ad,1
CUST00560,2022-05-13,25,29,British Columbia,Free,0.0,1,1838.05,growing,7,1,48,1,1,Social Media,0
CUST00561,2023-01-08,17,29,Ontario,Standard,9.99,1,342.23,stable,20,15,6,1,1,Friend Referral,0
CUST00562,2020-06-22,48,32,Ontario,Free,0.0,1,663.98,stable,10,1,3,2,1,Organic,0
CUST00563,2019-11-25,55,29,Ontario,Free,0.0,2,58.54,stable,7,3,11,0,0,Social Media,0
CUST00564,2021-10-15,32,30,Ontario,Standard,9.99,3,642.44,stable,16,9,8,2,1,Organic,0
CUST00565,2021-09-15,33,35,Ontario,Free,0.0,1,913.77,declining,8,8,23,0,1,Friend Referral,1
CUST00566,2023-01-08,17,23,Ontario,Free,0.0,2,529.2,stable,15,7,35,2,0,Social Media,1
CUST00567,2021-12-14,30,36,Ontario,Standard,9.99,1,459.51,stable,20,12,1,1,1,App Store,1
CUST00568,2023-06-07,12,38,British Columbia,Free,0.0,1,639.15,stable,6,8,28,0,1,Organic,0
CUST00569,2023-11-04,7,42,Other,Standard,9.99,3,849.64,stable,11,11,35,2,1,Social Media,1
CUST00570,2022-12-09,18,18,Ontario,Standard,9.99,2,2746.57,growing,18,20,38,2,1,Organic,0
CUST00571,2020-06-22,48,29,Ontario,Standard,9.99,3,3753.62,declining,20,13,21,0,1,Friend Referral,0
CUST00572,2023-06-07,12,18,British Columbia,Premium,19.99,2,4502.25,stable,30,18,20,2,1,Organic,0
CUST00573,2018-08-02,71,18,Quebec,Standard,9.99,1,703.72,stable,16,10,0,0,1,Organic,0
CUST00574,2023-09-05,9,32,Quebec,Standard,9.99,1,4404.52,declining,16,10,37,1,1,Friend Referral,0
CUST00575,2022-06-12,24,28,British Columbia,Standard,9.99,1,14723.56,declining,24,5,6,2,0,Organic,0
CUST00576,2023-01-08,17,33,Quebec,Premium,19.99,2,5792.98,growing,35,18,0,2,0,Friend Referral,0
CUST00577,2020-03-24,51,34,Alberta,Premium,19.99,2,2899.15,growing,34,21,7,2,0,Organic,0
CUST00578,2021-09-15,33,39,Other,Premium,19.99,2,2384.53,declining,35,33,19,0,1,Friend Referral,0
CUST00579,2020-11-19,43,31,British Columbia,Standard,9.99,3,2644.46,declining,20,12,8,3,1,Paid Ad,0
CUST00580,2020-10-20,44,51,Other,Free,0.0,1,32.48,stable,6,7,21,0,1,Organic,0
CUST00581,2024-05-02,1,33,Quebec,Free,0.0,1,580.12,stable,11,11,10,1,1,Social Media,1
CUST00582,2018-12-30,66,43,Quebec,Free,0.0,2,228.21,stable,9,2,5,0,1,App Store,0
CUST00583,2023-10-05,8,18,Quebec,Premium,19.99,3,12378.19,growing,39,24,3,0,1,Friend Referral,0
CUST00584,2021-12-14,30,40,Alberta,Standard,9.99,2,5349.01,declining,14,13,8,1,0,Social Media,0
CUST00585,2023-11-04,7,29,Other,Standard,9.99,2,1953.35,stable,24,6,0,1,1,Friend Referral,0
CUST00586,2023-06-07,12,18,Ontario,Free,0.0,1,188.72,declining,7,2,8,3,1,Social Media,1
CUST00587,2019-12-25,54,33,British Columbia,Premium,19.99,2,6958.98,stable,28,23,1,3,1,App Store,0
CUST00588,2023-08-06,10,28,Other,Free,0.0,2,154.73,declining,6,9,31,0,1,Friend Referral,1
CUST00589,2022-10-10,20,35,Ontario,Free,0.0,2,121.11,stable,7,7,12,1,1,Friend Referral,1
CUST00590,2020-12-19,42,38,Ontario,Standard,9.99,2,1901.39,declining,17,14,15,1,0,Paid Ad,0
CUST00591,2021-09-15,33,20,Ontario,Standard,9.99,2,5802.21,declining,11,16,5,2,0,Friend Referral,1
CUST00592,2022-07-12,23,38,British Columbia,Standard,9.99,3,98.95,stable,8,14,3,0,1,Friend Referral,0
CUST00593,2022-04-13,26,31,Quebec,Premium,19.99,2,850.23,stable,31,25,18,1,0,Paid Ad,0
CUST00594,2021-08-16,34,40,Ontario,Free,0.0,1,254.22,growing,11,5,16,0,0,Social Media,1
CUST00595,2022-06-12,24,29,Quebec,Standard,9.99,1,668.32,stable,18,16,1,3,0,Organic,0
CUST00596,2023-08-06,10,27,Alberta,Standard,9.99,1,4249.69,declining,12,13,4,1,0,Organic,1
CUST00597,2023-07-07,11,31,Ontario,Free,0.0,2,742.45,growing,9,1,43,0,1,Paid Ad,0
CUST00598,2022-03-14,27,31,Ontario,Premium,19.99,4,9318.88,declining,30,13,5,0,1,Friend Referral,0
CUST00599,2021-10-15,32,26,Alberta,Standard,9.99,2,628.08,stable,18,15,0,0,1,Social Media,0
CUST00600,2024-02-02,4,27,Alberta,Standard,9.99,2,312.96,growing,15,10,0,4,1,Social Media,0
CUST00601,2024-04-02,2,22,Ontario,Premium,19.99,3,6103.4,growing,46,25,22,1,0,Organic,1
CUST00602,2021-10-15,32,27,Quebec,Standard,9.99,2,368.36,stable,19,13,21,2,0,Organic,0
CUST00603,2020-07-22,47,35,British Columbia,Free,0.0,2,768.46,growing,5,5,7,2,1,Paid Ad,1
CUST00604,2023-09-05,9,30,Ontario,Standard,9.99,3,1235.98,declining,15,6,2,1,1,Friend Referral,0
CUST00605,2021-09-15,33,38,Alberta,Free,0.0,2,508.53,stable,6,7,10,2,0,Paid Ad,0
CUST00606,2022-02-12,28,29,British Columbia,Free,0.0,1,531.48,stable,6,7,6,0,1,Social Media,0
CUST00607,2022-11-09,19,20,Quebec,Free,0.0,2,1540.58,growing,8,4,7,5,0,Friend Referral,0
CUST00608,2022-03-14,27,35,Ontario,Standard,9.99,1,2381.68,stable,25,11,4,1,0,Social Media,0
CUST00609,2022-06-12,24,26,Alberta,Standard,9.99,2,5699.54,stable,13,10,0,1,0,App Store,0
CUST00610,2023-02-07,16,29,Ontario,Free,0.0,1,379.22,growing,5,3,23,0,1,Paid Ad,1
CUST00611,2023-03-09,15,39,Ontario,Standard,9.99,1,217.98,stable,21,12,14,1,1,Paid Ad,0
CUST00612,2023-04-08,14,22,Ontario,Premium,19.99,2,2933.25,declining,26,21,26,2,0,Friend Referral,0
CUST00613,2021-12-14,30,32,Ontario,Free,0.0,1,398.69,growing,8,5,10,2,1,Organic,0
CUST00614,2024-03-03,3,30,Alberta,Free,0.0,1,567.25,stable,8,2,62,1,1,Friend Referral,1
CUST00615,2023-02-07,16,35,Ontario,Standard,9.99,2,3672.09,declining,28,13,49,0,1,Organic,0
CUST00616,2021-06-17,36,36,British Columbia,Free,0.0,2,250.42,growing,7,6,4,0,0,Organic,0
CUST00617,2022-02-12,28,32,Alberta,Standard,9.99,1,467.3,declining,12,9,7,1,0,Organic,1
CUST00618,2021-07-17,35,28,British Columbia,Free,0.0,2,92.1,stable,10,5,20,1,0,Social Media,0
CUST00619,2022-04-13,26,34,Ontario,Standard,9.99,2,4823.6,growing,22,13,22,3,1,Friend Referral,0
CUST00620,2022-10-10,20,40,Alberta,Standard,9.99,1,791.25,growing,23,12,36,0,1,Social Media,0
CUST00621,2022-05-13,25,30,British Columbia,Standard,9.99,1,1381.22,growing,20,11,15,1,0,Social Media,1
CUST00622,2023-03-09,15,29,Ontario,Premium,19.99,3,8238.36,growing,31,17,9,0,1,Organic,0
CUST00623,2024-05-02,1,33,Ontario,Premium,19.99,4,5446.63,growing,27,25,7,2,1,Friend Referral,0
CUST00624,2024-04-02,2,31,British Columbia,Standard,9.99,3,2754.59,stable,20,13,8,0,1,Friend Referral,1
CUST00625,2024-03-03,3,21,Quebec,Standard,9.99,1,581.6,growing,22,13,28,3,1,Organic,0
CUST00626,2022-06-12,24,32,British Columbia,Free,0.0,2,304.05,stable,6,3,58,2,1,App Store,1
CUST00627,2022-05-13,25,21,Ontario,Standard,9.99,3,171.86,declining,15,12,0,1,1,Friend Referral,0
CUST00628,2024-03-03,3,33,British Columbia,Free,0.0,2,233.82,declining,9,3,13,0,0,Social Media,1
CUST00629,2019-08-27,58,25,Ontario,Premium,19.99,2,17178.98,stable,25,23,11,0,0,Friend Referral,0
CUST00630,2022-05-13,25,31,Ontario,Free,0.0,2,903.1,declining,5,3,7,1,1,Friend Referral,0
CUST00631,2019-06-28,60,33,Other,Standard,9.99,1,3369.98,growing,22,13,28,1,1,Organic,1
CUST00632,2023-01-08,17,48,Ontario,Free,0.0,1,359.32,growing,4,3,12,1,1,Friend Referral,0
CUST00633,2020-09-20,45,36,Ontario,Standard,9.99,1,304.36,growing,22,16,5,1,1,Friend Referral,0
CUST00634,2019-01-29,65,40,Alberta,Premium,19.99,4,5772.8,declining,31,21,8,3,1,Organic,0
CUST00635,2023-12-04,6,44,Ontario,Standard,9.99,3,3186.23,declining,15,9,6,0,1,Friend Referral,1
CUST00636,2024-03-03,3,34,British Columbia,Premium,19.99,3,6149.92,stable,29,22,8,3,1,Friend Referral,0
CUST00637,2019-11-25,55,32,Alberta,Free,0.0,2,490.34,stable,9,2,1,1,0,Social Media,1
CUST00638,2020-09-20,45,23,Ontario,Standard,9.99,1,724.26,stable,13,21,1,1,1,App Store,0
CUST00639,2023-11-04,7,30,Alberta,Premium,19.99,2,17117.46,growing,25,20,14,2,1,Social Media,0
CUST00640,2023-04-08,14,25,Quebec,Free,0.0,1,782.17,stable,12,11,17,1,1,Organic,0
CUST00641,2021-02-17,40,28,British Columbia,Premium,19.99,4,3985.48,stable,33,21,15,0,1,Friend Referral,0
CUST00642,2023-04-08,14,44,Ontario,Free,0.0,2,413.7,growing,9,5,21,0,1,Friend Referral,1
CUST00643,2022-05-13,25,31,Other,Free,0.0,2,24.24,growing,9,11,43,1,0,Organic,0
CUST00644,2022-04-13,26,24,Quebec,Premium,19.99,2,11143.81,declining,41,22,29,1,0,App Store,0
CUST00645,2020-11-19,43,40,British Columbia,Free,0.0,2,144.37,stable,10,4,8,1,1,App Store,1
CUST00646,2021-05-18,37,37,Alberta,Premium,19.99,4,6364.64,stable,35,31,3,3,1,App Store,0
CUST00647,2023-07-07,11,38,British Columbia,Premium,19.99,4,443.99,stable,25,26,5,1,1,Social Media,0
CUST00648,2023-01-08,17,18,British Columbia,Free,0.0,1,409.57,declining,5,4,13,2,1,App Store,0
CUST00649,2022-12-09,18,44,Alberta,Standard,9.99,1,2540.31,stable,13,11,29,0,0,App Store,0
CUST00650,2022-03-14,27,27,Ontario,Free,0.0,2,257.34,growing,7,5,18,2,0,Paid Ad,1
CUST00651,2022-02-12,28,36,Quebec,Standard,9.99,2,2040.87,stable,17,11,11,0,1,Paid Ad,0
CUST00652,2022-09-10,21,48,Ontario,Free,0.0,1,62.98,stable,4,2,13,1,1,Social Media,0
CUST00653,2022-11-09,19,46,Quebec,Free,0.0,2,714.98,growing,9,2,11,2,1,Organic,0
CUST00654,2021-10-15,32,24,British Columbia,Standard,9.99,3,3299.81,stable,19,9,53,2,1,Social Media,0
CUST00655,2019-01-29,65,20,Ontario,Standard,9.99,1,365.76,stable,15,16,25,1,1,Social Media,1
CUST00656,2018-10-31,68,41,Ontario,Premium,19.99,2,1272.94,stable,31,25,22,1,1,App Store,0
CUST00657,2022-08-11,22,31,British Columbia,Premium,19.99,4,10364.6,stable,35,19,10,3,0,Friend Referral,1
CUST00658,2023-03-09,15,27,Quebec,Standard,9.99,1,801.29,stable,12,8,6,1,0,App Store,0
CUST00659,2023-05-08,13,35,Quebec,Standard,9.99,2,778.09,declining,23,11,0,1,0,Social Media,1
CUST00660,2022-02-12,28,29,Alberta,Premium,19.99,3,1534.28,declining,33,23,0,2,0,Social Media,0
CUST00661,2018-09-01,70,35,Ontario,Free,0.0,1,456.44,stable,8,6,0,1,0,Organic,0
CUST00662,2021-10-15,32,31,Alberta,Standard,9.99,3,506.96,stable,14,11,59,1,1,Friend Referral,0
CUST00663,2023-06-07,12,36,Ontario,Premium,19.99,2,1994.9,declining,33,19,1,0,0,App Store,0
CUST00664,2023-01-08,17,24,Ontario,Free,0.0,2,791.88,declining,5,5,2,0,0,App Store,0
CUST00665,2023-12-04,6,40,Ontario,Standard,9.99,3,9688.5,declining,21,7,9,1,1,Social Media,0
CUST00666,2024-01-03,5,35,Alberta,Premium,19.99,3,8214.01,growing,33,19,9,0,0,Paid Ad,0
CUST00667,2023-08-06,10,35,British Columbia,Premium,19.99,3,1758.5,growing,31,18,37,0,0,Social Media,0
CUST00668,2022-07-12,23,23,Ontario,Standard,9.99,3,3504.79,declining,28,8,1,0,1,Friend Referral,0
CUST00669,2022-04-13,26,42,British Columbia,Free,0.0,1,354.27,declining,14,4,47,0,0,Social Media,1
CUST00670,2023-03-09,15,30,British Columbia,Free,0.0,1,825.04,stable,11,11,3,2,0,Organic,0
CUST00671,2023-02-07,16,36,Alberta,Free,0.0,1,229.5,declining,5,8,52,0,0,Paid Ad,1
CUST00672,2020-07-22,47,28,British Columbia,Standard,9.99,2,4043.21,declining,20,15,11,1,1,App Store,0
CUST00673,2024-04-02,2,32,British Columbia,Free,0.0,2,21.19,stable,9,4,15,1,1,Organic,0
CUST00674,2022-02-12,28,33,Other,Premium,19.99,4,15815.33,stable,43,18,5,0,0,Social Media,0
CUST00675,2023-03-09,15,18,Other,Free,0.0,1,140.01,stable,15,5,14,0,1,Social Media,1
CUST00676,2019-11-25,55,35,Ontario,Free,0.0,2,410.89,stable,9,3,18,0,0,Organic,0
CUST00677,2024-02-02,4,44,Quebec,Standard,9.99,2,720.17,declining,21,10,0,1,1,Friend Referral,0
CUST00678,2023-05-08,13,34,Ontario,Standard,9.99,1,3176.4,stable,24,12,0,2,1,Friend Referral,0
CUST00679,2022-04-13,26,24,Quebec,Free,0.0,2,248.6,declining,10,2,64,0,0,Social Media,1
CUST00680,2022-09-10,21,35,Quebec,Standard,9.99,2,6.36,declining,18,9,9,0,1,Organic,1
CUST00681,2021-06-17,36,38,Ontario,Standard,9.99,1,6416.49,growing,27,6,41,1,1,Social Media,0
CUST00682,2021-08-16,34,34,Other,Free,0.0,2,502.69,growing,8,8,19,2,1,Social Media,0
CUST00683,2022-03-14,27,30,Ontario,Free,0.0,1,2088.14,stable,9,5,7,0,1,App Store,0
CUST00684,2023-09-05,9,29,Quebec,Premium,19.99,2,5144.22,growing,30,30,2,2,1,Paid Ad,0
CUST00685,2021-07-17,35,29,Alberta,Standard,9.99,2,137.44,stable,21,13,57,0,1,Organic,1
CUST00686,2022-08-11,22,35,Ontario,Free,0.0,1,276.55,growing,6,6,13,4,1,Social Media,0
CUST00687,2022-03-14,27,21,Ontario,Premium,19.99,4,122.14,stable,41,26,3,0,1,Social Media,0
CUST00688,2022-01-13,29,28,Ontario,Premium,19.99,3,4713.33,growing,28,21,17,2,1,Organic,1
CUST00689,2019-03-30,63,42,Alberta,Standard,9.99,3,2150.49,growing,16,12,1,2,1,Social Media,0
CUST00690,2023-12-04,6,42,Alberta,Standard,9.99,2,1951.73,growing,17,13,30,0,1,Paid Ad,0
CUST00691,2022-02-12,28,20,Ontario,Premium,19.99,4,5678.17,declining,30,27,1,3,1,App Store,0
CUST00692,2018-11-30,67,23,Ontario,Premium,19.99,4,1318.82,stable,27,30,4,0,0,Organic,0
CUST00693,2020-10-20,44,29,British Columbia,Standard,9.99,1,962.48,declining,25,7,1,2,0,Social Media,0
CUST00694,2024-01-03,5,37,Quebec,Standard,9.99,3,1568.74,declining,17,12,1,2,1,Social Media,0
CUST00695,2018-11-30,67,18,Quebec,Standard,9.99,1,1262.17,declining,17,9,11,0,1,Organic,0
CUST00696,2024-05-02,1,30,British Columbia,Standard,9.99,2,272.31,stable,18,16,17,0,1,Friend Referral,0
CUST00697,2023-11-04,7,27,Ontario,Free,0.0,1,2933.78,declining,8,7,23,1,1,Friend Referral,1
CUST00698,2023-07-07,11,40,British Columbia,Standard,9.99,2,151.72,growing,17,8,17,1,1,Social Media,0
CUST00699,2023-05-08,13,19,Ontario,Premium,19.99,4,2584.13,growing,35,21,6,1,0,App Store,0
CUST00700,2022-02-12,28,31,Ontario,Standard,9.99,2,2475.95,declining,16,18,12,2,0,Friend Referral,0
CUST00701,2023-03-09,15,28,Ontario,Standard,9.99,2,40.45,growing,24,17,39,3,1,Social Media,0
CUST00702,2023-11-04,7,41,Quebec,Standard,9.99,2,1687.86,declining,16,12,7,3,1,Social Media,0
CUST00703,2023-06-07,12,35,Ontario,Free,0.0,2,435.0,stable,10,4,4,0,1,Organic,1
CUST00704,2023-02-07,16,26,British Columbia,Standard,9.99,2,17.74,stable,18,21,10,1,1,Friend Referral,0
CUST00705,2023-10-05,8,36,Quebec,Standard,9.99,3,422.39,growing,11,11,5,3,1,Friend Referral,1
CUST00706,2023-01-08,17,28,Alberta,Free,0.0,1,677.07,stable,9,4,4,0,1,App Store,0
CUST00707,2020-04-23,50,37,British Columbia,Free,0.0,1,667.79,stable,9,7,22,2,1,App Store,0
CUST00708,2023-10-05,8,29,Ontario,Premium,19.99,4,161.53,stable,21,21,33,2,0,App Store,1
CUST00709,2020-05-23,49,38,Other,Free,0.0,2,870.57,stable,10,8,10,1,0,Friend Referral,0
CUST00710,2023-10-05,8,34,Ontario,Free,0.0,1,161.56,growing,9,3,22,0,1,Friend Referral,0
CUST00711,2021-04-18,38,53,Ontario,Premium,19.99,4,4122.26,stable,38,17,3,2,0,App Store,0
CUST00712,2023-07-07,11,30,Alberta,Standard,9.99,2,742.24,stable,17,7,11,1,1,Organic,1
CUST00713,2023-09-05,9,33,Quebec,Standard,9.99,2,579.49,growing,22,5,15,1,0,Social Media,0
CUST00714,2022-12-09,18,27,Quebec,Premium,19.99,3,353.54,growing,33,21,10,0,1,Organic,0
CUST00715,2021-09-15,33,31,Ontario,Free,0.0,1,361.32,stable,5,8,1,2,1,Friend Referral,1
CUST00716,2024-03-03,3,18,Ontario,Standard,9.99,1,426.37,stable,16,8,19,4,0,App Store,1
CUST00717,2021-09-15,33,34,Ontario,Standard,9.99,3,509.46,stable,13,8,27,2,1,Social Media,0
CUST00718,2021-11-14,31,40,British Columbia,Premium,19.99,2,12658.25,growing,27,24,15,2,1,Friend Referral,1
CUST00719,2024-03-03,3,33,Ontario,Standard,9.99,3,1192.98,stable,15,10,2,1,1,Social Media,0
CUST00720,2022-04-13,26,21,Ontario,Standard,9.99,1,2115.79,stable,28,15,1,0,0,Paid Ad,0
CUST00721,2023-05-08,13,25,Ontario,Standard,9.99,2,3877.91,stable,20,11,5,2,1,Friend Referral,0
CUST00722,2020-08-21,46,18,Quebec,Standard,9.99,3,676.92,stable,18,5,0,0,1,Paid Ad,0
CUST00723,2022-01-13,29,37,Other,Standard,9.99,1,406.02,stable,18,16,27,1,1,Social Media,0
CUST00724,2022-04-13,26,23,Quebec,Standard,9.99,3,952.36,growing,17,6,18,3,1,Paid Ad,0
CUST00725,2021-03-19,39,30,Quebec,Standard,9.99,2,4495.87,stable,25,13,12,2,1,Social Media,0
CUST00726,2021-10-15,32,29,Ontario,Standard,9.99,1,19.82,stable,25,11,33,0,0,Friend Referral,0
CUST00727,2022-08-11,22,41,Ontario,Standard,9.99,3,2265.59,stable,10,13,1,2,0,Organic,0
CUST00728,2021-09-15,33,31,Ontario,Standard,9.99,3,1296.96,declining,19,13,18,0,1,App Store,0
CUST00729,2019-12-25,54,36,British Columbia,Premium,19.99,3,276.83,stable,31,26,2,1,1,Paid Ad,0
CUST00730,2023-06-07,12,34,Quebec,Standard,9.99,2,774.33,stable,20,15,0,1,0,App Store,0
CUST00731,2018-09-01,70,40,Other,Premium,19.99,4,2903.75,declining,33,22,2,3,1,Friend Referral,0
CUST00732,2024-02-02,4,29,Alberta,Premium,19.99,2,1455.47,growing,31,23,45,0,1,Social Media,0
CUST00733,2023-02-07,16,44,Ontario,Standard,9.99,3,1315.07,declining,15,9,8,1,0,Social Media,0
CUST00734,2021-07-17,35,18,Alberta,Standard,9.99,2,1656.08,growing,29,5,0,2,0,Social Media,0
